source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.5627098801245035,0.3152460058725148,0.12947826435270193,0.24746387425198874,True
hpo_round_1,1.0,0.3824501396199139,0.20907902310231918,0.6175498603800861,False
hpo_round_2,1.0,0.3824501396199139,0.20907902310231918,0.6175498603800861,False
hpo_round_3,1.0,0.3824501396199139,0.20907902310231918,0.6175498603800861,False
