experiment_id,parent_experiment,timestamp,diagnosis,hypothesis,tool_name,arguments,dataset_hash,development_split_hash,model,representation,feature_selection_config,selected_features,cv_r2,cv_r2_std,train_cv_gap,refit_train_cv_gap,cv_rmse,cv_mae,val_r2,feature_count,acceptance_status,agent_interpretation,runtime_seconds,compute_usage,artifact_paths,decision
a0ef179144b98867,a02e5cc03982__random_forest__ga,2026-08-31T23:40:54.150946+00:00,,,freeze_pipeline,"{""candidate"": {""experiment_id"": ""a02e5cc03982__random_forest__ga"", ""metrics"": {""cv_fold_train_val_gap"": 0.030364437804821343, ""cv_mae"": 0.47470091685324245, ""cv_r2"": 0.6020755394206312, ""cv_r2_std"": 0.06177008753247458, ""cv_rmse"": 0.5974017942101979, ""mean_cv_fold_train_r2"": 0.6324399772254525, ""oof_cv_r2"": 0.6020755394206312, ""refit_train_cv_gap"": 0.029253338107209315, ""refit_train_r2"": 0.6313288775278405, ""train_cv_r2_gap"": 0.030364437804821343, ""train_mae"": 0.4656875552573088, ""train_n"": 153, ""train_r2"": 0.6313288775278405, ""train_rmse"": 0.5887373983433889, ""val_mae"": 0.69336675902687, ""val_n"": 19, ""val_r2"": 0.1531370668026879, ""val_rmse"": 0.8936788767536415}, ""model"": ""PLSRegression"", ""selected_features"": [""Mordred_AATSC1d"", ""Mordred_ATSC8Z"", ""Mordred_GATS5c"", ""Mordred_GATS7i"", ""Mordred_NdsssP"", ""Mordred_RNCS"", ""Mordred_VSA_EState3"", ""RDKit_SMR_VSA10""]}}",8b547ba5d2a0032165ca1bfc37aad3924cde60de3ef2a0014f33a8566e8041d4,8bb901fedd7f8ac65e1803ae7bb4c23fe5b11a6af8c51c10adc041756b7ca1db,,,,"[""Mordred_AATSC1d"", ""Mordred_ATSC8Z"", ""Mordred_GATS5c"", ""Mordred_GATS7i"", ""Mordred_NdsssP"", ""Mordred_RNCS"", ""Mordred_VSA_EState3"", ""RDKit_SMR_VSA10""]",,,,,,,,8,,,,,"{""frozen_pipeline"": ""outputs/a02e5cc03982/agent_results/frozen_pipeline""}",continue
7ed734693ad815e3,a02e5cc03982__random_forest__ga,2026-08-31T23:40:55.226827+00:00,,,evaluate_sealed_test,"{""selected_features"": [""Mordred_AATSC1d"", ""Mordred_ATSC8Z"", ""Mordred_GATS5c"", ""Mordred_GATS7i"", ""Mordred_NdsssP"", ""Mordred_RNCS"", ""Mordred_VSA_EState3"", ""RDKit_SMR_VSA10""]}",8b547ba5d2a0032165ca1bfc37aad3924cde60de3ef2a0014f33a8566e8041d4,8bb901fedd7f8ac65e1803ae7bb4c23fe5b11a6af8c51c10adc041756b7ca1db,,,,"[""Mordred_AATSC1d"", ""Mordred_ATSC8Z"", ""Mordred_GATS5c"", ""Mordred_GATS7i"", ""Mordred_NdsssP"", ""Mordred_RNCS"", ""Mordred_VSA_EState3"", ""RDKit_SMR_VSA10""]",,,,,,,0.4131055889931107,8,,,,,"{""sealed_test"": ""outputs/a02e5cc03982/agent_results/sealed_test""}",continue
