source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.61596487636598,0.33580842600833327,0.26790758067894654,0.2801564503576467,False
hpo_round_1,0.8684370688446397,0.4678637950133574,0.4079472332858149,0.4005732738312823,False
hpo_round_2,0.871576420461438,0.4970255852453877,0.3604151448940813,0.3745508352160503,True
hpo_round_3,0.871576420461438,0.4970255852453877,0.3604151448940813,0.3745508352160503,False
