generation,best_fitness,avg_fitness
1,0.1427063905823115,-0.06530429587840822
2,0.27957794421322,0.009054956131495403
3,0.30966376495276055,0.08441788893907948
4,0.30966376495276055,0.12296036781277364
5,0.34566096081560216,0.19315527338249117
6,0.34566096081560216,0.22850817936584478
7,0.33769434064242454,0.2633984286939808
8,0.36905872594158573,0.2767604476903999
9,0.38198859508354566,0.2942147656851671
10,0.41901279861464974,0.3078369281256921
11,0.40823734825589764,0.32537867086579025
12,0.40823734825589775,0.34691815095225587
13,0.41429530211510784,0.3747224781766295
14,0.41429530211510796,0.38938888675333927
15,0.414295302115108,0.4023956929220667
16,0.414295302115108,0.4000839085970695
17,0.4142953021151081,0.4114092946419175
18,0.4142953021151081,0.41426569094426974
19,0.4142953021151081,0.41417669757743353
20,0.4142953021151081,0.4130613685511992
21,0.4142953021151081,0.41253097989302134
22,0.4142953021151081,0.4076871454177162
23,0.4142953021151081,0.40740265400542003
24,0.4142953021151081,0.41429530211510796
25,0.4142953021151081,0.40995938452866865
26,0.4142953021151081,0.41429530211510796
27,0.414295302115108,0.4138495314093868
28,0.4142953021151081,0.41011478722520395
29,0.414295302115108,0.41042412968228803
30,0.414295302115108,0.40749403274056084
