generation,best_fitness,avg_fitness
1,0.6519409380288058,-0.0574727903255195
2,0.6519409380288058,0.11007078032927176
3,0.6519409380288058,0.2545344226911105
4,0.7119810400341933,0.43426270546274387
5,0.7119810400341935,0.5264733575220791
6,0.7119810400341935,0.5887942634168892
7,0.7119810400341935,0.6383865430959085
8,0.7119810400341935,0.7095794359539778
9,0.7119810400341935,0.68354839857322
10,0.7119810400341935,0.6803459461853903
11,0.7119810400341935,0.6829117972117643
12,0.7119810400341935,0.6928561176532029
13,0.7119810400341935,0.672255385725531
14,0.7119810400341935,0.6761759942070091
15,0.7119810400341935,0.6989267124964964
16,0.7119810400341935,0.6769252363391598
17,0.7119810400341935,0.6778196502053538
18,0.7119810400341935,0.7057744821071195
19,0.7119810400341935,0.6783851718432063
20,0.7119810400341935,0.6728742321317748
21,0.7119810400341935,0.6946954842931357
22,0.7119810400341936,0.7008109210943161
23,0.7119810400341935,0.6918193311284851
24,0.7119810400341935,0.6981756096387405
25,0.7119810400341935,0.6907203410802153
26,0.7119810400341935,0.6928608842976393
27,0.7119810400341935,0.7119810400341933
28,0.7119810400341935,0.7027198899140452
29,0.7119810400341935,0.7034315859406326
30,0.7119810400341935,0.7043657436216464
