compound_id,original_row_index,pca_1,pca_2,split
compound_141,141,31.47478592138381,38.54674983577899,train
compound_142,142,26.87127543695989,22.917040420948503,train
compound_143,143,28.890320782455706,24.026426854738673,train
compound_144,144,10.32935433522566,-9.373067756610915,val
compound_145,145,3.0287711005404523,-1.1339286317438115,train
compound_146,146,10.88200196120737,-8.031977144853467,train
compound_147,147,13.640011439192198,-13.358441946259365,train
compound_148,148,6.654335410888302,-7.054422976465815,train
compound_149,149,7.458790230685303,-8.938355912709953,train
compound_150,150,7.785955497695364,-14.40962846662443,train
compound_151,151,10.660515087860105,-8.638990102258772,train
compound_152,152,3.4921119478862215,-5.712957717374465,test
compound_153,153,10.399969431772572,-9.015417751759161,train
compound_154,154,4.563916387660748,-13.163055736603669,train
compound_155,155,7.425714431613407,-12.09248907224565,test
compound_156,156,10.996335374563321,-13.288793320883077,test
compound_157,157,11.011758951624984,-14.256347606755638,train
compound_158,158,13.515134982817578,-4.683040739622817,test
compound_159,159,-1.2561657974476397,0.9705257789834656,train
compound_160,160,2.637426374230667,0.8231502971735118,train
compound_161,161,-3.7173990853487555,1.4576921842101553,test
compound_162,162,38.34543476890962,-13.684095963175714,train
compound_163,163,31.69830884049112,-11.57418617033304,train
compound_164,164,25.942652846047608,-5.245488547214407,val
compound_165,165,4.2366983811678995,-1.2874951908216838,test
compound_166,166,10.920351406956634,-5.493481859336166,train
compound_167,167,36.24725105659946,7.787944991829881,train
compound_168,168,20.233824339575044,-19.23781147488915,train
compound_169,169,18.8584893965612,-11.84958354520779,train
compound_170,170,42.598434162512994,14.33889163701896,train
compound_171,171,15.438160237083421,-7.713125243352159,train
compound_172,172,11.69501404033687,-5.311099371527221,train
compound_173,173,12.429378858604869,-15.057022511846037,train
compound_174,174,13.13157735611749,-17.799694316816456,train
compound_175,175,16.601010722354953,-14.888968464059067,val
compound_176,176,19.688893481420514,-1.9419411288296107,train
compound_177,177,30.6491389625862,2.879915685117645,train
compound_178,178,59.84025553404472,-15.985188206292795,train
compound_179,179,60.103382097523856,-21.328939495575046,train
compound_180,180,58.156303284405176,-11.917358063601794,train
compound_181,181,-5.472176188060591,-8.347573860835729,test
compound_182,182,29.851962449668125,6.049108467205623,train
compound_183,183,7.326819267350342,-2.0820211359807437,val
compound_184,184,13.100647674079198,14.162641666280539,train
compound_185,185,2.478363973014841,-14.975346468525125,train
compound_186,186,-1.2948817830310584,-12.799833947394928,train
compound_187,187,5.897101706477431,3.724241726498339,val
compound_188,188,3.4464951153373975,-9.666612104154158,train
compound_189,189,7.366485877704435,-13.212528501542911,train
compound_190,190,2.751351618742794,-1.880014062677296,train
