compound_id,original_row_index,pca_1,pca_2,split
compound_0,0,-7.192532109735587,-15.081250439136557,train
compound_1,1,-15.23573313255263,28.442095467005345,train
compound_2,2,-23.007556777555717,2.0438699411384045,val
compound_3,3,-17.87775871499699,14.795086652610284,val
compound_4,4,-5.74692263514293,1.5154641427801643,train
compound_5,5,-23.698283578819666,15.767600065257552,train
compound_6,6,15.366292794106851,6.42303709186841,train
compound_7,7,16.84902511020752,17.038563447973072,train
compound_8,8,-24.063221522943113,4.636007207915238,train
compound_9,9,-22.944111131111434,1.7722630530923904,test
compound_10,10,-22.680577477669253,1.4556461921144201,train
compound_11,11,-20.884673795938248,-9.289111738536832,val
compound_12,12,-25.324785076630096,-8.177346166448434,train
compound_13,13,-20.057274749184753,-11.902272099706932,train
compound_14,14,-13.85555285901356,-11.16479870813529,train
compound_15,15,-21.81646541472036,-7.403604449517989,test
compound_16,16,-25.04839711512744,-7.659001784026027,test
compound_17,17,-23.846434230106382,-13.126225033074201,train
compound_18,18,32.71199216171259,19.930204055708344,test
compound_19,19,-22.09299798034615,-3.733675849393102,train
compound_20,20,-20.97567293646888,-11.478719438888746,train
compound_21,21,-22.28868837922251,-1.8434259692903892,train
compound_22,22,-16.829743803752812,11.393492342266663,train
compound_23,23,-12.940549823871148,25.232438564248852,train
compound_24,24,-25.911057712776763,-4.595532749104857,train
compound_25,25,-19.078337099508133,1.6639600181811776,train
compound_26,26,-16.534614020737667,-6.043666870793231,train
compound_27,27,28.036129032923256,-3.6772768363231334,train
compound_28,28,19.749443701985612,23.36248149051424,train
compound_29,29,11.396472432036317,-11.086258436478554,train
compound_30,30,28.469188466665546,2.120023391794974,train
compound_31,31,3.3903964338578554,-4.157204769617056,val
compound_32,32,-16.842291606710813,-5.460196026980462,train
compound_33,33,-21.31393794513526,-7.413620679416616,train
compound_34,34,-19.69891384008414,1.542078594304817,train
compound_35,35,-13.882767722662388,15.579844964270386,train
compound_36,36,69.37267349596516,8.614786244237768,train
compound_37,37,9.265287827706,0.06447240785282496,train
compound_38,38,15.521833578865834,-3.123776428980858,train
compound_39,39,8.625849876771815,-8.965513994370161,train
compound_40,40,-6.662047836499611,9.999130307711875,train
compound_41,41,0.5530927051344418,-5.506146989327011,train
compound_42,42,-13.247470015747421,8.028119338403483,test
compound_43,43,3.6362271309565375,-8.17079076424926,train
compound_44,44,19.418661166622517,-2.2485859534528867,val
compound_45,45,12.665897989001175,13.300307550701264,train
compound_46,46,-15.496606417719306,18.690530523675477,train
compound_47,47,-17.903531819596246,-5.5028648993715095,train
compound_48,48,15.880641300959654,-14.329647315612837,train
compound_49,49,9.187750471898655,-12.247164367241789,train
compound_50,50,16.173898531818384,-10.906991280349258,val
compound_51,51,9.56838722249234,-16.80070145522918,train
compound_52,52,14.473988453653421,-4.786426095602903,train
compound_53,53,57.3301834016663,-13.691784484541335,train
compound_54,54,9.562332435136838,6.617546109042144,val
compound_55,55,28.23954560549762,-10.38485937806667,train
compound_56,56,12.672756485457459,-7.047260725709004,train
compound_57,57,1.6688688016401374,0.954057301759262,train
compound_58,58,-23.577196767959787,7.927322482949584,train
compound_59,59,16.106285745346998,-6.79344775552471,train
compound_60,60,-10.715812404055484,-2.1375068569838818,test
compound_61,61,-13.381260399547928,9.08709091000337,train
compound_62,62,-22.346253902130726,-3.086066731169147,train
compound_63,63,-10.52320580060649,3.661568530739486,train
compound_64,64,6.634801061164098,-8.610039235008031,train
compound_65,65,-0.18021900253690962,-6.1039205143854876,test
compound_66,66,-3.27190814734452,-1.7385730920988998,test
compound_67,67,7.0104561133844365,4.751803264207262,train
compound_68,68,11.344702264535412,-0.8886526458321836,train
compound_69,69,-10.184259887914553,26.30487771551374,train
compound_70,70,-6.491071621523004,-12.831673172230198,train
compound_71,71,7.23095087959971,-6.219867109186377,train
compound_72,72,-7.894939585867981,-9.448719002922353,train
compound_73,73,-17.733520235421153,9.287622040983129,val
compound_74,74,-4.9666780752204716,36.50872207547755,train
compound_75,75,-20.03734120696861,-7.714744041263855,test
compound_76,76,-22.778543578975732,-3.6367563489037504,train
compound_77,77,-14.642265483045772,-11.784359692162441,train
compound_78,78,-20.35314681220535,4.949090047880699,train
compound_79,79,-16.95504526542215,-8.671724071901025,train
compound_80,80,28.074825088458457,12.38523411911579,train
compound_81,81,20.263362638382066,-7.638092874105595,train
compound_82,82,2.7814546807021276,-1.2022172589733322,train
compound_83,83,-20.01206961218973,8.15184562482042,train
compound_84,84,-17.679937530825736,-8.235351099678251,train
compound_85,85,3.5418497881981614,-4.281328779245152,train
compound_86,86,8.504560924783078,8.159273763953339,train
compound_87,87,13.462034710869126,-0.7778351495635089,train
compound_88,88,-10.871833335002043,14.477230018368926,train
compound_89,89,-4.752180516262355,-4.006709377666203,train
compound_90,90,-0.07940979601245855,-9.675452224015805,train
compound_91,91,-21.95557112288008,-2.1462485655819745,train
compound_92,92,-14.163126274989018,12.948125878428419,train
compound_93,93,-25.884492272371833,-4.387575703223664,train
compound_94,94,-20.47849443181471,7.613747186863158,train
compound_95,95,-13.154996749794654,4.513350317690095,train
compound_96,96,-12.646767731102987,1.7856563896136388,train
compound_97,97,-16.47972714227563,3.4763542052333376,train
compound_98,98,-20.108188776513867,7.342678091462116,train
compound_99,99,-22.149194290240906,3.9192520773554897,train
compound_100,100,-26.44343067477574,-2.5317730680643677,train
compound_101,101,-21.962882593261376,-4.282059646240339,train
compound_102,102,-8.32904704831335,22.5378607164574,train
compound_103,103,-17.601075092939286,19.52914532556523,val
compound_104,104,-18.26876226573197,14.220962770203313,train
compound_105,105,-15.530339139477991,-1.0743293113917758,train
compound_106,106,-11.716980726687288,21.206625222751597,train
compound_107,107,-15.974566262987388,2.561814486920098,train
compound_108,108,-15.100010586210422,1.338583555049868,train
compound_109,109,-8.523462628859884,16.735323784353078,train
compound_110,110,7.293730985950983,-9.43945431288335,train
compound_111,111,-18.838096736510547,-1.3347069302006165,val
compound_112,112,7.422861235673876,-10.223597520594806,test
compound_113,113,-16.05115530919229,6.827176220030516,train
compound_114,114,-15.835003193043395,0.9807824306329663,train
compound_115,115,-26.26642037754249,0.6104879512665475,train
compound_116,116,-22.009471191777294,1.3664021447503663,train
compound_117,117,-26.5883202806092,1.4500342288532277,train
compound_118,118,-13.221570466779992,16.72800166421288,train
compound_119,119,-13.1013239677648,21.58042361126493,train
compound_120,120,-26.734814774654694,-4.1417948150860235,train
compound_121,121,-17.959957309230457,15.942321145506327,val
compound_122,122,-22.69586839518041,6.16781044651736,val
compound_123,123,-25.64372161038795,-2.7955912901320255,train
compound_124,124,-29.793944576394928,-10.386829635542954,train
compound_125,125,-21.73238380161331,-3.956497303501646,test
compound_126,126,-24.389351634212822,-12.635348812925864,val
compound_127,127,-19.838294369349253,-16.352989807740965,train
compound_128,128,-27.115514818456667,-13.704556321406717,test
compound_129,129,-1.637681265972133,-7.874262534784642,train
compound_130,130,-24.49877994792928,-11.586119999592862,train
compound_131,131,33.575386989833696,18.370192202069777,train
compound_132,132,38.664984416219255,18.3607475657398,train
compound_133,133,69.15635420568876,31.615273938787837,val
compound_134,134,-18.357194601188823,3.139145816204791,train
compound_135,135,-19.38683027078952,2.291972721662127,train
compound_136,136,19.09703922127933,13.654069194021439,train
compound_137,137,4.919157532053,4.648796047443903,train
compound_138,138,11.230747041580262,16.616327089356922,train
compound_139,139,21.626620002204636,11.592801427695388,test
compound_140,140,15.8337911302377,21.7814368452576,train
