generation,best_fitness,avg_fitness
1,0.4892485929807183,0.09324115016771958
2,0.5396941269219134,0.2120915964572035
3,0.5892797742531857,0.32588640694270793
4,0.5892797742531857,0.3816680252652162
5,0.6127798199190635,0.46363157993818754
6,0.6127798199190635,0.4775710361205831
7,0.6566683766476311,0.5293296784959052
8,0.6566683766476311,0.578230845791962
9,0.6587291268428799,0.5797027543555222
10,0.7077525205843522,0.5768060766438291
11,0.7077525205843522,0.5898157353545094
12,0.7077525205843522,0.5935408544007865
13,0.7077525205843522,0.6224545173065432
14,0.7077525205843522,0.6186723549256666
15,0.7077525205843522,0.666350198726137
16,0.7077525205843522,0.6602140442207345
17,0.7077525205843522,0.6908716207906849
18,0.7077525205843522,0.6924982846728401
19,0.7077525205843522,0.689403737079989
20,0.7077525205843522,0.6787197200701022
21,0.7077525205843522,0.7000917534237147
22,0.7077525205843522,0.6899995317014844
23,0.7077525205843522,0.6981810670472405
24,0.7077525205843522,0.6873959114935511
25,0.7077525205843522,0.6848149538454331
26,0.7077525205843522,0.7077525205843521
27,0.7077525205843522,0.6925925167952127
28,0.7077525205843522,0.6961059954791662
29,0.7077525205843522,0.7013796204765638
30,0.7077525205843522,0.6998757108226765
