compound_id,split,leverage,standardized_residual,h_star,applicability_domain,in_domain
compound_79,train,0.02690311025942432,-1.2477096542964043,0.09803921568627451,in_domain,True
compound_67,train,0.026833671318122282,-1.202147136789468,0.09803921568627451,in_domain,True
compound_38,train,0.027636012814742646,-1.166963988566155,0.09803921568627451,in_domain,True
compound_20,train,0.016700037308976012,-1.178671495754291,0.09803921568627451,in_domain,True
compound_2,train,0.012769595033458698,-1.1517344913315404,0.09803921568627451,in_domain,True
compound_80,train,0.10775646176697985,-0.1505990036464778,0.09803921568627451,high_leverage,False
compound_50,train,0.042315873685287664,-0.16808854653209726,0.09803921568627451,in_domain,True
compound_137,train,0.018015154203813662,-1.9656896143468061,0.09803921568627451,in_domain,True
compound_63,train,0.05914501501688846,-0.15116914570993603,0.09803921568627451,in_domain,True
compound_7,train,0.039143061644899474,-1.7470489995427547,0.09803921568627451,in_domain,True
compound_76,train,0.035208014507334545,-0.7283752560031888,0.09803921568627451,in_domain,True
compound_31,train,0.08135333681953864,-0.39051005441549347,0.09803921568627451,in_domain,True
compound_101,train,0.032222479363852044,-0.32348679125965646,0.09803921568627451,in_domain,True
compound_18,train,0.14567959611790376,-0.025909271213491382,0.09803921568627451,high_leverage,False
compound_121,train,0.031182149718744924,-0.541649237079542,0.09803921568627451,in_domain,True
compound_128,train,0.11355508226296862,-0.15062389525750627,0.09803921568627451,high_leverage,False
compound_10,train,0.029600042341829218,-0.37935614559432235,0.09803921568627451,in_domain,True
compound_72,train,0.021943291152511517,-0.2901733318810402,0.09803921568627451,in_domain,True
compound_14,train,0.03983403152745157,-0.4992752924829051,0.09803921568627451,in_domain,True
compound_51,train,0.040338979064391565,0.015574167462039734,0.09803921568627451,in_domain,True
compound_59,train,0.03345168264627307,-0.15075151182237706,0.09803921568627451,in_domain,True
compound_77,train,0.018011555084625173,-0.580069518010009,0.09803921568627451,in_domain,True
compound_47,train,0.030111228809903315,-0.5620927843020378,0.09803921568627451,in_domain,True
compound_160,train,0.022689280993040475,-0.150565741830382,0.09803921568627451,in_domain,True
compound_183,train,0.01855316262051399,-0.37338142196224694,0.09803921568627451,in_domain,True
compound_48,train,0.05690627315883246,-0.3446891909855192,0.09803921568627451,in_domain,True
compound_127,train,0.022247987671390267,-1.0550823883474456,0.09803921568627451,in_domain,True
compound_168,train,0.015583560822243327,-1.7999982687083258,0.09803921568627451,in_domain,True
compound_9,train,0.02953452162092667,-0.02649872997261032,0.09803921568627451,in_domain,True
compound_118,train,0.009598610631245744,-1.2186179276470248,0.09803921568627451,in_domain,True
compound_75,train,0.019088559136474496,-0.39957253705762735,0.09803921568627451,in_domain,True
compound_35,train,0.012027881962230012,-0.8688804828771521,0.09803921568627451,in_domain,True
compound_133,train,0.2619819153739551,-0.15062281544066838,0.09803921568627451,high_leverage,False
compound_139,train,0.014644507711535016,-1.3489166670369797,0.09803921568627451,in_domain,True
compound_15,train,0.03213522731233476,0.16716728203424647,0.09803921568627451,in_domain,True
compound_4,train,0.018547594682221988,-0.6555427718984747,0.09803921568627451,in_domain,True
compound_26,train,0.026752039036152222,-0.018982410596843136,0.09803921568627451,in_domain,True
compound_113,train,0.011182553977299666,-0.40182285130639633,0.09803921568627451,in_domain,True
compound_174,train,0.015633420106261217,-1.4585450755973144,0.09803921568627451,in_domain,True
compound_135,train,0.0284245945819127,0.06636930218822293,0.09803921568627451,in_domain,True
compound_83,train,0.012625855482944308,-0.8012937021464012,0.09803921568627451,in_domain,True
compound_70,train,0.06918472842052245,-0.1515228167034961,0.09803921568627451,in_domain,True
compound_33,train,0.030322240634052155,-0.15097501092836202,0.09803921568627451,in_domain,True
compound_99,train,0.01855115175963949,-0.25009687161917055,0.09803921568627451,in_domain,True
compound_84,train,0.022855278819956294,-0.3964384047156035,0.09803921568627451,in_domain,True
