fold,train_r2,val_r2,train_rmse,val_rmse,train_mae,val_mae
1,0.9323413417148436,0.46049598240678413,0.26385758275886834,0.5399763857701597,0.19785558304075399,0.4520953001209208
2,0.9291757800333712,0.5843916800919124,0.2583840417919268,0.6197128250456427,0.19561290216568505,0.5121880198162053
3,0.9204213450282551,0.5948930228655182,0.2679045289594808,0.6637804829477897,0.19912262893527227,0.5194168367779173
4,0.9255686727106083,0.5698419538406896,0.2561409549077091,0.706013922094758,0.19834677697911848,0.5289554186988943
5,0.9336584337967588,0.38853826437652994,0.24993432762350667,0.7512293438934171,0.19384036277109873,0.5192488969108596
