generation,best_fitness,avg_fitness
1,-0.08207708869585598,-8.778966205403341e+26
2,-0.08207708869585598,-1.1229936725684889e+28
3,0.24009790475132703,-5.6079567404534226e+29
4,0.040238462147134044,-3.1206108587482295
5,0.040238462147134044,-4.249538333657168e+28
6,0.40022772764830306,-2.420868727798025
7,0.40022772764830306,-1.73015273973364e+30
8,0.4728331549707713,-1.1832878607958355
9,0.47332722223452617,-4.812805635684306e+28
10,0.47332722223452617,-1.4586908268101448
11,0.47332722223452617,-1.35961250750879
12,0.47332722223452617,-0.5967525236069519
13,0.47332722223452617,-0.11980468611314404
14,0.47332722223452617,-0.8178442095523244
15,0.47332722223452617,-4.1807195059399955
16,0.47332722223452617,-0.33162345058942877
17,0.47332722223452617,0.2631415893612955
18,0.47332722223452617,0.42568952212407946
19,0.47332722223452617,0.4733272222345262
20,0.47332722223452617,0.14647165904147041
21,0.47332722223452617,0.28441918802403415
22,0.47332722223452617,0.37302986853656867
23,0.47332722223452617,0.4257690232746707
24,0.47332722223452617,0.3341388629001109
25,0.47332722223452617,0.4173397892645119
26,0.47332722223452617,0.4640665854987692
27,0.502742810982733,0.1577170196276122
28,0.502742810982733,0.47568046933438274
29,0.502742810982733,-1.0679227957632385e+27
30,0.556504496873452,0.11103766059511465
