source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.8242716988524984,0.5788598263631395,0.3267689652722752,0.24541187248935892,False
hpo_round_1,1.0,0.7957802496991404,0.05664245283296978,0.2042197503008596,True
hpo_round_2,1.0,0.7957802496991404,0.05664245283296978,0.2042197503008596,False
hpo_round_3,1.0,0.7957802496991404,0.05664245283296978,0.2042197503008596,False
