source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.9771039741568199,0.8236021448270117,0.05774908435237427,0.15350182932980827,False
hpo_round_1,0.9962075719769963,0.8409949005796189,0.05926969668984258,0.15521267139737738,False
hpo_round_2,0.9868862401747392,0.8494455133354734,0.06205536034564578,0.1374407268392659,True
