generation,best_fitness,avg_fitness
1,0.7991172913321268,0.6766768522714269
2,0.8063908497771877,0.7115074402079425
3,0.8063908497771877,0.7408494949011848
4,0.8120372872799603,0.7511739847165672
5,0.8120372872799603,0.7526513055637377
6,0.8036177395216357,0.7530420446776166
7,0.8120372872799603,0.7881254227740603
8,0.8036177395216357,0.7839964876009169
9,0.818910341931869,0.7933629939168623
10,0.818910341931869,0.7974947462812476
11,0.818910341931869,0.7969321655687479
12,0.818910341931869,0.786390694050751
13,0.818910341931869,0.7988897224017273
14,0.818910341931869,0.7873933379087384
15,0.818910341931869,0.8029731424244118
16,0.818910341931869,0.8156587237213038
17,0.818910341931869,0.8135553233512816
18,0.818910341931869,0.8037399008564569
19,0.818910341931869,0.8150257948138092
20,0.818910341931869,0.8166537491902662
21,0.818910341931869,0.8149499230218217
22,0.818910341931869,0.818910341931869
23,0.818910341931869,0.816606454952305
24,0.818910341931869,0.8153194800279325
25,0.818910341931869,0.8123240377861296
26,0.818910341931869,0.8095282532492699
27,0.818910341931869,0.8106950952202447
28,0.818910341931869,0.8089791245463606
29,0.818910341931869,0.8176379276744262
30,0.818910341931869,0.818910341931869
