source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.3773270105951611,0.3267702526075908,0.14252984517987555,0.05055675798757031,False
hpo_round_1,0.3688583934132875,0.31628437946934107,0.13924922418272034,0.05257401394394645,True
hpo_round_2,0.3773270105951611,0.3267702526075908,0.14252984517987552,0.05055675798757031,False
hpo_round_3,0.3773270105951611,0.3267702526075908,0.14252984517987552,0.05055675798757031,False
