source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.8711621766368539,0.16371479666486116,0.6998041934458202,0.7074473799719927,True
hpo_round_1,0.6263011441247202,-0.3245659276675622,0.9291231553061381,0.9508670717922824,False
hpo_round_2,0.6263011441247203,-0.32456592766756287,0.9291231553061421,0.9508670717922831,False
hpo_round_3,0.6263011441247202,-0.324565927667561,0.9291231553061383,0.9508670717922811,False
