generation,best_fitness,avg_fitness
1,-0.011139136218205592,-1.1564245560979773
2,-0.011139136218205592,-0.7653890398523725
3,0.08829275172683353,-0.4641456764571388
4,0.08829275172683353,-0.36784942168221035
5,0.11391686989220492,-0.12364098145482474
6,0.11391686989220748,-0.18862048164032852
7,0.1139168698922068,-0.11551051476047636
8,0.11391686989220762,-0.008070623157506446
9,0.1719710261144744,0.08992520149849177
10,0.17197102611447693,0.09634713403493925
11,0.17197102611447718,0.052633890920455666
12,0.17197102611447734,0.12810475584809178
13,0.17197102611447784,0.1696488598655847
14,0.1719710261144774,0.09738478978272834
15,0.19648474593418272,0.12916621584552593
16,0.19648474593418272,0.148761676319999
17,0.19648474593418275,-0.018806243859921995
18,0.19648474593418266,0.15546528753099087
19,0.19648474593418355,0.16129609527093017
20,0.1964847459341835,0.08046669633024178
21,0.1964847459341835,0.14621348291859754
22,0.19648474593418322,0.13149490550496584
23,0.19648474593418336,0.12350010395936568
24,0.19648474593418322,0.16390864276464304
25,0.19648474593418322,0.14866442390266124
26,0.1964847459341834,0.1127543325281263
27,0.1964847459341834,0.13526426247918252
28,0.1964847459341834,0.16190452465479183
29,0.19648474593418336,0.19648474593418197
30,0.1964847459341835,0.14806743207159176
