fold,train_r2,val_r2,train_rmse,val_rmse,train_mae,val_mae
1,0.9999191603037378,0.6312293411501988,0.007074013476566681,0.5417946515465447,0.0025416666666715215,0.47139999999999826
2,0.9998616250122034,0.4331284278959815,0.009903950489280406,0.3649860537670505,0.005294117647059913,0.3098333333333356
3,0.9995512836540204,0.8842338516746396,0.01690138641488003,0.24594270166036808,0.009843137254905657,0.21987500000000182
4,0.9995204144144144,0.6838611850110928,0.01827613894951523,0.4100564988172055,0.010839215686277836,0.36395000000000466
5,0.998755687661808,0.951345036585367,0.028449301311244884,0.17298208722292407,0.013890196078433134,0.16247499999999904
