source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.9636240695980863,0.6338568763155601,0.1635752358418138,0.32976719328252624,False
hpo_round_1,0.9667078996547321,0.6539199785304073,0.15125905891026045,0.31278792112432485,False
hpo_round_2,0.9667078996547321,0.6539199785304073,0.15125905891026048,0.31278792112432485,False
hpo_round_3,0.9109514504204181,0.6284082629191059,0.14892773553876218,0.28254318750131224,True
