generation,best_fitness,avg_fitness
1,0.6543354156115211,0.5418537805990679
2,0.6543354156115212,0.5909465522325912
3,0.6543354156115212,0.612600219593849
4,0.6543354156115212,0.6264547997120203
5,0.6543354156115212,0.6419081675174121
6,0.6543354156115212,0.6444197576536826
7,0.6543354156115215,0.6517599996291034
8,0.6543354156115212,0.6540539537665917
9,0.6543354156115212,0.6515932678976551
10,0.6543354156115212,0.654335415611521
11,0.6543354156115212,0.6517558126055305
12,0.6543354156115215,0.6517765644919422
13,0.6543354156115215,0.6497917782285936
14,0.6543354156115215,0.6479760306946193
15,0.6543354156115212,0.6484376475767953
16,0.6543354156115212,0.6512776949496879
17,0.6543354156115212,0.6474609402039613
18,0.6543354156115212,0.6540672032776935
19,0.6543354156115212,0.649785514575076
20,0.6543354156115212,0.6489663851721934
21,0.6543354156115214,0.6528625572867002
22,0.6543354156115214,0.6542155414938198
23,0.6543354156115214,0.6511738302992254
24,0.6543354156115214,0.6529379323699303
25,0.6543354156115212,0.6511083773296812
26,0.6543354156115212,0.6518537990784964
27,0.6543354156115215,0.654335415611521
28,0.6543354156115212,0.6511678036273331
29,0.6543354156115213,0.652352523054787
30,0.6543354156115213,0.6531155670917432
