compound_id,split,leverage,standardized_residual,h_star,applicability_domain,in_domain
compound_79,train,0.010970568768888623,-1.81993796542017,0.0784313725490196,in_domain,True
compound_67,train,0.007708341547874701,-1.8779640799046309,0.0784313725490196,in_domain,True
compound_38,train,0.015926465963199337,-1.0850039007080583,0.0784313725490196,in_domain,True
compound_20,train,0.015022035684575951,-1.088984276943593,0.0784313725490196,in_domain,True
compound_2,train,0.025323292016407824,-0.9767938681065734,0.0784313725490196,in_domain,True
compound_80,train,0.009558528221767795,-1.050017430072813,0.0784313725490196,in_domain,True
compound_50,train,0.02938427767545752,-1.956719628728362,0.0784313725490196,in_domain,True
compound_137,train,0.07607743072253507,-1.3844822185355505,0.0784313725490196,in_domain,True
compound_63,train,0.012912436086171302,-1.1383052400045264,0.0784313725490196,in_domain,True
compound_7,train,0.02370756691718406,-2.0950852205593438,0.0784313725490196,in_domain,True
compound_76,train,0.034385625598608874,-0.5784850844603642,0.0784313725490196,in_domain,True
compound_31,train,0.02568511358705409,-0.1938119624083813,0.0784313725490196,in_domain,True
compound_101,train,0.01598526134506565,-0.8348970044863326,0.0784313725490196,in_domain,True
compound_18,train,0.01200119082741861,-1.1995082677379438,0.0784313725490196,in_domain,True
compound_121,train,0.13797777645377737,-0.6995959505682994,0.0784313725490196,high_leverage,False
compound_128,train,0.08291951214054637,0.9285575052461571,0.0784313725490196,high_leverage,False
compound_10,train,0.017228452450410416,-1.2452547693776181,0.0784313725490196,in_domain,True
compound_72,train,0.028869187882998523,-0.3810490789183259,0.0784313725490196,in_domain,True
compound_14,train,0.026459212144975174,-1.1856276214345496,0.0784313725490196,in_domain,True
compound_51,train,0.02612143303218444,-1.7566612824189536,0.0784313725490196,in_domain,True
compound_59,train,0.022070780674331103,-0.45887659395612646,0.0784313725490196,in_domain,True
compound_77,train,0.02849595645859431,-0.8406245880483079,0.0784313725490196,in_domain,True
compound_47,train,0.02656837154684206,-0.3662012172583278,0.0784313725490196,in_domain,True
compound_160,train,0.01811265803204012,-0.5257695172200492,0.0784313725490196,in_domain,True
compound_183,train,0.027682134904232974,-0.5655122301035324,0.0784313725490196,in_domain,True
compound_48,train,0.051421376921721496,-2.1012642746829298,0.0784313725490196,in_domain,True
compound_127,train,0.020532136438958386,-0.6320984824614256,0.0784313725490196,in_domain,True
compound_168,train,0.015554697222122563,-1.5788312518261023,0.0784313725490196,in_domain,True
compound_9,train,0.017534023408483916,-0.9432753310710584,0.0784313725490196,in_domain,True
compound_118,train,0.006719346775344604,-1.186341255297023,0.0784313725490196,in_domain,True
compound_75,train,0.029556947206876738,-0.6611909004398849,0.0784313725490196,in_domain,True
compound_35,train,0.03134873329073317,-0.3678626501312653,0.0784313725490196,in_domain,True
compound_133,train,0.09407758680920193,0.1737637525670149,0.0784313725490196,high_leverage,False
compound_139,train,0.016874647709297384,-0.9046642955009082,0.0784313725490196,in_domain,True
compound_15,train,0.015429322742431318,-0.41529635803323783,0.0784313725490196,in_domain,True
compound_4,train,0.04323867205051482,-0.13068808751136793,0.0784313725490196,in_domain,True
compound_26,train,0.015945336679703742,-0.9097609903386428,0.0784313725490196,in_domain,True
compound_113,train,0.020798085561924473,-0.17470591790090378,0.0784313725490196,in_domain,True
compound_174,train,0.014233362040449617,-1.3537488444156334,0.0784313725490196,in_domain,True
compound_135,train,0.02915784082117894,0.035204588986285784,0.0784313725490196,in_domain,True
compound_83,train,0.05093132713763919,-0.3962512415294382,0.0784313725490196,in_domain,True
compound_70,train,0.027463850732664958,-0.8768958193075026,0.0784313725490196,in_domain,True
compound_33,train,0.03172668638115154,-0.19614352406425772,0.0784313725490196,in_domain,True
compound_99,train,0.023890177516238495,0.10280928124964325,0.0784313725490196,in_domain,True
compound_84,train,0.02039841569798615,-0.03584192382152412,0.0784313725490196,in_domain,True
compound_19,train,0.010811180130383468,-0.6875396564748009,0.0784313725490196,in_domain,True
compound_180,train,0.02775589335791278,-0.8079858482137585,0.0784313725490196,in_domain,True
compound_90,train,0.011121636156029477,-0.6804181260727582,0.0784313725490196,in_domain,True
compound_112,train,0.053377319877914844,-0.027965263078218935,0.0784313725490196,in_domain,True
compound_37,train,0.027581700179591495,0.2874464408026107,0.0784313725490196,in_domain,True
compound_36,train,0.01451839321130025,-1.5263791058183886,0.0784313725490196,in_domain,True
compound_161,train,0.014718071913075642,-0.04910065871217682,0.0784313725490196,in_domain,True
compound_89,train,0.038798349029927535,-0.46274699555342813,0.0784313725490196,in_domain,True
compound_125,train,0.018840618963388244,-0.4817893012624751,0.0784313725490196,in_domain,True
compound_54,train,0.039772171994707284,0.12149272119439013,0.0784313725490196,in_domain,True
