n_features,mean_train_r2,mean_cv_r2,std_cv_r2,selected_features
1,0.9822785295684604,0.5290933129068714,0.3652521382793334,['GATS1Z']
2,0.9839461552122182,0.7214911015709209,0.2483908385304268,"['ATSC3d', 'GATS1Z']"
3,0.9792129994672348,0.8152215259040204,0.0965343018361236,"['AATS3i', 'ATSC3d', 'GATS1Z']"
4,0.9812225182028058,0.80506955611539,0.1060142235629271,"['AATS3i', 'ATSC3d', 'GATS1Z', 'EState_VSA4']"
5,0.9801948499378441,0.84657966835389,0.09454857789255863,"['AATS3i', 'ATSC3d', 'GATS1Z', 'EState_VSA4', 'EState_VSA10']"
