source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.9466978889046619,0.7572739589929235,0.15424205584301331,0.1894239299117384,False
hpo_round_1,0.9382947767117141,0.771540338871459,0.1620060397160451,0.16675443784025512,True
hpo_round_2,0.9382947767117141,0.771540338871459,0.1620060397160451,0.16675443784025512,False
hpo_round_3,0.9382947767117141,0.771540338871459,0.1620060397160451,0.16675443784025512,False
