source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.961426438245098,0.5354534040389831,0.1119216914432916,0.4259730342061149,True
hpo_round_1,0.9358218211484506,0.5488320011921651,0.10120312909378257,0.38698981995628545,False
hpo_round_2,0.9367326793962325,0.5434250146808379,0.10691238710122512,0.3933076647153946,False
hpo_round_3,0.7939761240554823,0.513317594384467,0.09136810847635699,0.28065852967101534,False
