source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.9280587525335585,0.7697699871635514,0.11218454369930675,0.15828876537000713,False
hpo_round_1,0.9344782165360594,0.8306212289132923,0.08810836581020177,0.10385698762276718,True
