compound_id,split,leverage,standardized_residual,h_star,applicability_domain,in_domain
compound_79,train,0.01607256873649075,-1.6849236596907158,0.0392156862745098,in_domain,True
compound_67,train,0.018313034055025008,-2.1536130611792115,0.0392156862745098,in_domain,True
compound_38,train,0.010891210078423488,-2.8811133397160695,0.0392156862745098,in_domain,True
compound_20,train,0.006558956551844614,-1.0821124483423052,0.0392156862745098,in_domain,True
compound_2,train,0.006550700682120602,-0.8126897357885412,0.0392156862745098,in_domain,True
compound_80,train,0.006560506319510604,-0.4563089267321953,0.0392156862745098,in_domain,True
compound_50,train,0.015337028121908958,-0.2517363200447637,0.0392156862745098,in_domain,True
compound_137,train,0.009851901446771316,-1.1956001336083875,0.0392156862745098,in_domain,True
compound_63,train,0.02294492161975622,-0.8899203164111734,0.0392156862745098,in_domain,True
compound_7,train,0.016422796004773862,-0.2095837512316482,0.0392156862745098,in_domain,True
compound_76,train,0.01474018048694968,-0.19572941043293127,0.0392156862745098,in_domain,True
compound_31,train,0.007128722714854182,-0.773779672268742,0.0392156862745098,in_domain,True
compound_101,train,0.006560208322497781,-0.3383996433388631,0.0392156862745098,in_domain,True
compound_18,train,0.01774220260371202,-0.4698684943224279,0.0392156862745098,in_domain,True
compound_121,train,0.02296772965307365,-1.8948021841308467,0.0392156862745098,in_domain,True
compound_128,train,0.0072358367416038745,-0.7684737545160416,0.0392156862745098,in_domain,True
compound_10,train,0.01781711713097421,-0.6370049035324767,0.0392156862745098,in_domain,True
compound_72,train,0.015044576823447522,-0.820059066000625,0.0392156862745098,in_domain,True
compound_14,train,0.022944851344046016,-0.7395859800846756,0.0392156862745098,in_domain,True
compound_51,train,0.022950044970491107,-0.6387735427833766,0.0392156862745098,in_domain,True
compound_59,train,0.010438108468506799,-1.501574724014084,0.0392156862745098,in_domain,True
compound_77,train,0.015594148198553492,-0.7799699096468916,0.0392156862745098,in_domain,True
compound_47,train,0.015332323217724052,0.0975699320079823,0.0392156862745098,in_domain,True
compound_160,train,0.007681262206128592,-0.29477320848333033,0.0392156862745098,in_domain,True
compound_183,train,0.012748641626777024,-0.5544684051571439,0.0392156862745098,in_domain,True
compound_48,train,0.02294781671985254,-0.7593357850530588,0.0392156862745098,in_domain,True
compound_127,train,0.022946922168287476,-1.0317062296916553,0.0392156862745098,in_domain,True
compound_168,train,0.007520041841107255,-0.1768639250899983,0.0392156862745098,in_domain,True
compound_9,train,0.01786941267305734,-0.3098066421159802,0.0392156862745098,in_domain,True
compound_118,train,0.0065373176290185065,-0.7118772984872426,0.0392156862745098,in_domain,True
compound_75,train,0.016120893987635502,-0.5854195920478942,0.0392156862745098,in_domain,True
compound_35,train,0.012894506735183782,-0.37907834610956315,0.0392156862745098,in_domain,True
compound_133,train,0.01785321947811585,-0.26264292875864736,0.0392156862745098,in_domain,True
compound_139,train,0.01439784946968666,-0.31540733307716284,0.0392156862745098,in_domain,True
compound_15,train,0.006558939191035335,-0.3201237044128966,0.0392156862745098,in_domain,True
compound_4,train,0.018621784102548517,0.02092889780231674,0.0392156862745098,in_domain,True
compound_26,train,0.015722910852466486,-0.5308865484784774,0.0392156862745098,in_domain,True
compound_113,train,0.007233573569068643,-0.252620639670214,0.0392156862745098,in_domain,True
compound_174,train,0.0075200415261740495,-0.029477320848333318,0.0392156862745098,in_domain,True
compound_135,train,0.012900886257514772,-0.23021787582548137,0.0392156862745098,in_domain,True
compound_83,train,0.006543199689312294,-0.07811490024808265,0.0392156862745098,in_domain,True
compound_70,train,0.022944776441139507,-0.46073052485944543,0.0392156862745098,in_domain,True
compound_33,train,0.02294477583604171,-0.42241000775661247,0.0392156862745098,in_domain,True
compound_99,train,0.006622599571410121,-0.8896255432026912,0.0392156862745098,in_domain,True
compound_84,train,0.015381182977383955,0.5515206730723106,0.0392156862745098,in_domain,True
compound_19,train,0.01713578497310916,-1.728550094546249,0.0392156862745098,in_domain,True
compound_180,train,0.010489500322290816,-0.9267669674715903,0.0392156862745098,in_domain,True
compound_90,train,0.006560846485470434,0.44274935914196195,0.0392156862745098,in_domain,True
compound_112,train,0.01933029338710477,0.3496010252612296,0.0392156862745098,in_domain,True
compound_37,train,0.0065363386698324396,-0.2962470745257469,0.0392156862745098,in_domain,True
compound_36,train,0.01570600988616984,-0.20221442101956452,0.0392156862745098,in_domain,True
compound_161,train,0.0065913910932942545,-0.2269753705321641,0.0392156862745098,in_domain,True
compound_89,train,0.00722815845412051,0.0701560236190326,0.0392156862745098,in_domain,True
compound_125,train,0.018309620076257214,-0.8801928005312246,0.0392156862745098,in_domain,True
compound_54,train,0.018139928308640335,-1.3412180985991524,0.0392156862745098,in_domain,True
compound_176,train,0.006536981975000477,-0.2921202496069801,0.0392156862745098,in_domain,True
compound_177,train,0.00705201194953297,-0.020634124593832674,0.0392156862745098,in_domain,True
compound_95,train,0.0065552971472910854,-0.10405494259461513,0.0392156862745098,in_domain,True
compound_116,train,0.006558932276755564,0.10287584976068195,0.0392156862745098,in_domain,True
compound_164,train,0.009066946936617831,-2.927982279864919,0.0392156862745098,in_domain,True
compound_126,train,0.022946887233929403,-0.44215981272499505,0.0392156862745098,in_domain,True
compound_0,train,0.02294945446483565,0.18953917305478132,0.0392156862745098,in_domain,True
compound_32,train,0.015675848146901573,-0.010611835505399887,0.0392156862745098,in_domain,True
compound_88,train,0.00723375806345609,0.2455460826666145,0.0392156862745098,in_domain,True
compound_110,train,0.019282413829943765,0.614896912896227,0.0392156862745098,in_domain,True
compound_165,train,0.022944777433446847,0.009432742671466125,0.0392156862745098,in_domain,True
compound_8,train,0.0229562223627537,-0.29182547639849676,0.0392156862745098,in_domain,True
compound_58,train,0.01799071348451486,0.02417140309563293,0.0392156862745098,in_domain,True
compound_122,train,0.0229449602121279,0.29064638356456357,0.0392156862745098,in_domain,True
compound_96,train,0.0065571357322709144,0.36876128381264606,0.0392156862745098,in_domain,True
compound_13,train,0.01493104949021187,0.3566755822648288,0.0392156862745098,in_domain,True
compound_78,train,0.0181565470742859,-1.0405494259461556,0.0392156862745098,in_domain,True
compound_23,train,0.022956083797029007,-0.11790928339333209,0.0392156862745098,in_domain,True
compound_16,train,0.00655895913914615,0.4890287528738446,0.0392156862745098,in_domain,True
compound_102,train,0.01701812957882232,-1.8240566140948473,0.0392156862745098,in_domain,True
compound_28,train,0.012872776773893002,0.49492421704351125,0.0392156862745098,in_domain,True
compound_173,train,0.006984579156156711,0.4215256881311629,0.0392156862745098,in_domain,True
compound_74,train,0.022957005360036135,-0.02505572272108292,0.0392156862745098,in_domain,True
compound_132,train,0.010937855888470918,-0.8713496042767244,0.0392156862745098,in_domain,True
compound_162,train,0.01120781360973216,-0.8566109438525575,0.0392156862745098,in_domain,True
compound_3,train,0.022945666951975946,-0.3389891897558303,0.0392156862745098,in_domain,True
compound_138,train,0.010026780278391203,0.32248189008076295,0.0392156862745098,in_domain,True
compound_178,train,0.010489466935643552,-0.2340499275357639,0.0392156862745098,in_domain,True
compound_55,train,0.011207813609733289,-0.7976563021558921,0.0392156862745098,in_domain,True
compound_111,train,0.0072333909698659065,0.7053922879006093,0.0392156862745098,in_domain,True
compound_134,train,0.012889145573649612,0.6688404100486758,0.0392156862745098,in_domain,True
compound_86,train,0.010642536100821992,-1.080049035882922,0.0392156862745098,in_domain,True
compound_114,train,0.02294482396913502,0.534718600188761,0.0392156862745098,in_domain,True
compound_100,train,0.02294495736439383,0.6885902150170594,0.0392156862745098,in_domain,True
compound_109,train,0.022946554355148266,0.26824361971982974,0.0392156862745098,in_domain,True
compound_115,train,0.02294477807764702,0.45159255539646115,0.0392156862745098,in_domain,True
compound_60,train,0.01784326961922939,0.8162270142903412,0.0392156862745098,in_domain,True
compound_57,train,0.010026622801202926,0.4462866376437618,0.0392156862745098,in_domain,True
compound_93,train,0.017136143904435106,-0.8457043351386748,0.0392156862745098,in_domain,True
compound_169,train,0.007520064822359603,1.046444890115822,0.0392156862745098,in_domain,True
compound_91,train,0.006558945637671944,0.8103315501206745,0.0392156862745098,in_domain,True
compound_21,train,0.006536027119503611,0.504062186506494,0.0392156862745098,in_domain,True
compound_187,train,0.007374698344973734,-1.4175643595963345,0.0392156862745098,in_domain,True
compound_129,train,0.006582150216526048,0.6426055944936597,0.0392156862745098,in_domain,True
compound_92,train,0.00656790232062679,0.21577398860979816,0.0392156862745098,in_domain,True
compound_190,train,0.007366480198251365,-0.7336905159150086,0.0392156862745098,in_domain,True
compound_73,train,0.006536030277467607,0.7590410118445748,0.0392156862745098,in_domain,True
compound_97,train,0.022945664531852143,0.14738660424166453,0.0392156862745098,in_domain,True
compound_27,train,0.018032377996266034,0.2151844421928315,0.0392156862745098,in_domain,True
compound_44,train,0.012324000425579244,1.3061400867896362,0.0392156862745098,in_domain,True
compound_106,train,0.022946553733675268,0.7398807532931585,0.0392156862745098,in_domain,True
compound_49,train,0.014892972018795653,1.2144656189513203,0.0392156862745098,in_domain,True
compound_5,train,0.022967107548217507,0.11407723168304865,0.0392156862745098,in_domain,True
compound_159,train,0.0065913983698255175,1.0552880863703225,0.0392156862745098,in_domain,True
compound_107,train,0.022947780270630033,1.1036308925615879,0.0392156862745098,in_domain,True
compound_82,train,0.007377799273308301,-1.0128407443487224,0.0392156862745098,in_domain,True
compound_145,train,0.007294891440052762,-0.41563022396149496,0.0392156862745098,in_domain,True
compound_69,train,0.016222712520204113,1.2362788363790869,0.0392156862745098,in_domain,True
compound_45,train,0.007379983228195207,-1.772176529401781,0.0392156862745098,in_domain,True
compound_53,train,0.011207816939906561,0.15446116124526504,0.0392156862745098,in_domain,True
compound_87,train,0.009926391091938573,1.3365017272634192,0.0392156862745098,in_domain,True
compound_30,train,0.01600055605978269,1.5443168392441664,0.0392156862745098,in_domain,True
compound_147,train,0.007883601818772784,-1.4535266910313016,0.0392156862745098,in_domain,True
compound_148,train,0.007884423083628848,-1.3945720493346354,0.0392156862745098,in_domain,True
compound_94,train,0.022945663950748846,1.0611835505399885,0.0392156862745098,in_domain,True
compound_66,train,0.017096164455244568,0.5323604145208939,0.0392156862745098,in_domain,True
compound_158,train,0.0072805262263239065,0.38025743894349656,0.0392156862745098,in_domain,True
compound_103,train,0.02295757223269705,1.663994761888399,0.0392156862745098,in_domain,True
compound_1,train,0.022968005665206077,1.1575743897140378,0.0392156862745098,in_domain,True
compound_170,train,0.006569981778073389,1.5127761059364508,0.0392156862745098,in_domain,True
compound_141,train,0.008378427633217504,0.13264794381749964,0.0392156862745098,in_domain,True
compound_172,train,0.007121887920598139,-0.28003454805916356,0.0392156862745098,in_domain,True
compound_166,train,0.0071224071152346,-0.26529588763499734,0.0392156862745098,in_domain,True
compound_104,train,0.017134958705228007,0.8787189344888068,0.0392156862745098,in_domain,True
compound_153,train,0.007377123508548729,0.2921202496069801,0.0392156862745098,in_domain,True
compound_171,train,0.0071213362201258115,0.0,0.0392156862745098,in_domain,True
compound_61,train,0.01814652040898848,1.2852111889873195,0.0392156862745098,in_domain,True
compound_181,train,0.018241305586879947,1.84645937793958,0.0392156862745098,in_domain,True
compound_68,train,0.006635779293988363,1.2012008245695711,0.0392156862745098,in_domain,True
compound_41,train,0.017096140940818218,1.1631750806752206,0.0392156862745098,in_domain,True
compound_29,train,0.008636001364621709,-0.48342806191266197,0.0392156862745098,in_domain,True
compound_85,train,0.006635839412373589,1.30289758149632,0.0392156862745098,in_domain,True
compound_156,train,0.0073796439071519265,-0.34547420034246284,0.0392156862745098,in_domain,True
compound_152,train,0.008637752274919879,-0.3286721274589129,0.0392156862745098,in_domain,True
compound_149,train,0.008636879394876125,-0.2991948066105806,0.0392156862745098,in_domain,True
compound_150,train,0.008774227303730106,0.18718098738691424,0.0392156862745098,in_domain,True
compound_157,train,0.0073796459690716795,0.24407221662419804,0.0392156862745098,in_domain,True
compound_151,train,0.007294249819124306,1.7804301792393147,0.0392156862745098,in_domain,True
compound_184,train,0.017051435977635917,1.300539395828453,0.0392156862745098,in_domain,True
compound_65,train,0.007380904917622404,0.15681934691313137,0.0392156862745098,in_domain,True
compound_71,train,0.00974089082596654,2.2208213527134095,0.0392156862745098,in_domain,True
compound_179,train,0.010788428474106028,2.949500724084202,0.0392156862745098,in_domain,True
compound_155,train,0.007380225844672216,0.3767201604416963,0.0392156862745098,in_domain,True
compound_154,train,0.008795490676529695,0.9241140085952398,0.0392156862745098,in_domain,True
compound_188,train,0.007380566385194517,0.671198595716543,0.0392156862745098,in_domain,True
compound_143,train,0.009340559241945613,1.2430586201742047,0.0392156862745098,in_domain,True
compound_189,train,0.007380227907302941,0.9662665774083573,0.0392156862745098,in_domain,True
compound_167,train,0.008729707246490387,1.6999570933233648,0.0392156862745098,in_domain,True
compound_163,val,0.011207816939906561,-2.507340911359207,0.0392156862745098,in_domain,True
compound_25,val,0.01901176843286961,-0.490502618916261,0.0392156862745098,in_domain,True
compound_11,val,0.017136097360639216,-2.2620896019010766,0.0392156862745098,in_domain,True
compound_22,val,0.012900431034851697,-0.412977265085146,0.0392156862745098,in_domain,True
compound_98,val,0.006550390093992992,-0.16271481108279798,0.0392156862745098,in_domain,True
compound_34,val,0.022944779478661567,-0.3722985623144462,0.0392156862745098,in_domain,True
compound_17,val,0.022944810187388094,-0.23080742224244696,0.0392156862745098,in_domain,True
compound_6,val,0.012872983624877892,0.12645770643934837,0.0392156862745098,in_domain,True
compound_105,val,0.02299883992613539,-0.7746639918941922,0.0392156862745098,in_domain,True
compound_119,val,0.022967732694670492,-0.583061406380027,0.0392156862745098,in_domain,True
compound_56,val,0.010891209151146207,-1.0977354283919218,0.0392156862745098,in_domain,True
compound_40,val,0.00723419345360576,0.7555037333427752,0.0392156862745098,in_domain,True
compound_120,val,0.02295603933005766,0.42594728625841227,0.0392156862745098,in_domain,True
compound_108,val,0.022945698897671098,0.2947732084833298,0.0392156862745098,in_domain,True
compound_136,val,0.010954024606762602,-0.09992811767584894,0.0392156862745098,in_domain,True
compound_39,val,0.017096117027278954,0.616370778938643,0.0392156862745098,in_domain,True
compound_186,val,0.016057428006948107,2.534754819748156,0.0392156862745098,in_domain,True
compound_42,val,0.017098954596298534,1.8544182545686296,0.0392156862745098,in_domain,True
compound_142,val,0.009370165136638551,1.1841039784775387,0.0392156862745098,in_domain,True
compound_52,test,0.02295079022228589,-0.8952262341638738,0.0392156862745098,in_domain,True
compound_140,test,0.00941981150647872,-2.0345246849519456,0.0392156862745098,in_domain,True
compound_182,test,0.013453758711380468,-0.5544684051571446,0.0392156862745098,in_domain,True
compound_130,test,0.02294477582515886,-0.6243296555676937,0.0392156862745098,in_domain,True
compound_12,test,0.006536026315676752,-0.5261701771427447,0.0392156862745098,in_domain,True
compound_175,test,0.006973524461353316,-0.10906608713883188,0.0392156862745098,in_domain,True
compound_131,test,0.007788470612328996,-0.30066867265299696,0.0392156862745098,in_domain,True
compound_24,test,0.00656078812758273,0.7448918978373755,0.0392156862745098,in_domain,True
compound_62,test,0.0065475389802071935,0.5261701771427437,0.0392156862745098,in_domain,True
compound_46,test,0.022944819513811734,0.4551298338982621,0.0392156862745098,in_domain,True
compound_124,test,0.022944775284257833,0.4221152345481281,0.0392156862745098,in_domain,True
compound_123,test,0.018258771161527104,-0.1137824584745659,0.0392156862745098,in_domain,True
compound_117,test,0.018311768738639978,0.19572941043293052,0.0392156862745098,in_domain,True
compound_43,test,0.00738032274607754,-2.195470856783844,0.0392156862745098,in_domain,True
compound_144,test,0.007365808992736356,0.35697035547331274,0.0392156862745098,in_domain,True
compound_81,test,0.00697840824357076,-0.15475593445374822,0.0392156862745098,in_domain,True
compound_185,test,0.015532451222500888,2.6172913181234887,0.0392156862745098,in_domain,True
compound_146,test,0.008121367026493232,1.1982530924847377,0.0392156862745098,in_domain,True
compound_64,test,0.0066357996152877135,2.993421932148219,0.0392156862745098,in_domain,True
