n_features,mean_train_r2,mean_cv_r2,std_cv_r2,selected_features
1,0.9999856508613035,0.4893437516141258,0.551128829614733,['GATS1Z']
2,0.9999925768069614,0.7135456046748722,0.11401920536414208,"['ATS0s', 'GATS1Z']"
3,0.9998950571242526,0.7534797696217388,0.12871473204553846,"['ATS0s', 'AATS0d', 'GATS1Z']"
4,0.9999989344698987,0.8248517981000214,0.06551842991258731,"['ATS0s', 'AATS0d', 'GATS1Z', 'BCUTse-1l']"
5,0.9999975847984373,0.8201071075136703,0.051574710327178946,"['ATS0s', 'AATS0d', 'GATS1Z', 'BCUTse-1l', 'Xpc-4d']"
