generation,best_fitness,avg_fitness
1,-0.3511339869240465,-1.4189956258560137
2,-0.3511339869240452,-1.0821924892787904
3,-0.3511339869240463,-0.7882419027738239
4,-0.1976497698572368,-0.6961722092061946
5,-0.08498249596960221,-0.5149764710427555
6,-0.02511866655317574,-0.4863775718007505
7,0.0642044480123668,-0.4459758583479952
8,0.06420444801236755,-0.5053431034710784
9,0.06420444801236747,-0.17757447705990775
10,0.06420444801236755,-0.27195871202815697
11,0.0642044480123676,-0.11778909002346669
12,0.16155418359461227,-0.023041694703777784
13,0.16155418359461227,-0.042667792819502975
14,0.1615541835946119,-0.010382649244528084
15,0.16155418359461315,0.000465460203305873
16,0.18154736319622855,-0.09700681507408532
17,0.19825780602959858,-0.11989267813979428
18,0.18154736319623027,0.06557852270849926
19,0.18154736319623027,0.12579002977572798
20,0.18154736319623027,0.1383404509718034
21,0.18154736319623027,0.16488155869554658
22,0.18154736319623027,0.10979009271979329
23,0.18154736319622983,0.12093274886014195
24,0.18154736319623027,0.1209148517923116
25,0.1815473631962302,0.15889942277889207
26,0.18154736319623047,0.1735514775477285
27,0.18609370250011073,0.10963745387636237
28,0.18154736319623047,0.05027474014500432
29,0.18154736319623047,0.057046099049181793
30,0.18154736319623047,0.1815473631962292
