n_features,mean_train_r2,mean_cv_r2,std_cv_r2,selected_features
1,0.9472357893061757,0.36768967848613665,0.3030526147974492,['BCUTdv-1h']
2,0.9661211171228519,0.5189079716430633,0.3675490263392051,"['BCUTdv-1h', 'SM1_Dzare']"
3,0.9556075111394025,0.6741822260468371,0.1608040497550937,"['ATSC2s', 'BCUTdv-1h', 'SM1_Dzare']"
4,0.961254662635265,0.7190302766188486,0.1501881094725548,"['ATSC2s', 'BCUTdv-1h', 'SM1_Dzare', 'SM1_Dzi']"
5,0.9600486632718022,0.7202814144679781,0.1515049251820915,"['ATSC2s', 'BCUTdv-1h', 'SM1_Dzare', 'SM1_Dzi', 'SsCl']"
