source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.6219860705599168,0.3278671302602831,0.21761090842813186,0.29411894029963376,True
hpo_round_1,1.0,0.4040867346875684,0.2555396123773904,0.5959132653124316,False
hpo_round_2,1.0,0.4086414365357441,0.2773892322840117,0.591358563464256,False
hpo_round_3,1.0,0.4086414365357441,0.2773892322840117,0.591358563464256,False
