source,mean_train_r2,mean_cv_r2,std_cv_r2,train_cv_r2_gap,selected
baseline,0.9480131297499085,0.5269288366355482,0.09293814684627903,0.42108429311436024,True
hpo_round_1,1.0,0.5198184416666088,0.11032830179109142,0.48018155833339116,False
hpo_round_2,0.9022623517288331,0.5056107222232005,0.10312579901459179,0.3966516295056326,False
hpo_round_3,0.8870460781732035,0.506486022028492,0.09299040789557483,0.38056005614471144,False
