n_features,mean_train_r2,mean_cv_r2,std_cv_r2,selected_features,val_r2,combined_r2
1,0.8915903814044308,0.33122265911762055,0.21398900236457497,['RDKit_MaxAbsPartialCharge'],0.036544230526361354,0.18388344482199095
2,0.901229618242551,0.43011118354254707,0.13516119037695074,"['RDKit_MaxAbsPartialCharge', 'RDKit_SMR_VSA6']",0.37659249780377935,0.4033518406731632
3,0.9135796069667007,0.46852341549204296,0.11145359366613602,"['RDKit_EState_VSA2', 'RDKit_MaxAbsPartialCharge', 'RDKit_SMR_VSA6']",0.3970792728258553,0.4328013441589491
4,0.9320967591762392,0.5100494393695959,0.09627507150441014,"['RDKit_BCUT2D_MWLOW', 'RDKit_EState_VSA2', 'RDKit_MaxAbsPartialCharge', 'RDKit_SMR_VSA6']",0.39058562792462914,0.4503175336471125
5,0.9333342213232338,0.5277714057332108,0.1020057963001159,"['RDKit_BCUT2D_MWLOW', 'RDKit_EState_VSA2', 'RDKit_MaxAbsPartialCharge', 'RDKit_SMR_VSA6', 'RDKit_fr_ether']",0.3685845642246014,0.4481779849789061
